,Account,Balance Date,Transaction Value,Balance
2901,56609826,2023-02-05,174.96,189.20000000000002
1872,56609826,2023-02-09,134.28,323.48
8070,56609826,2023-02-12,-136.93,186.55
4824,56609826,2023-02-14,87.3,273.85
1547,56723864,2023-01-31,,246.21
4388,56723864,2023-02-01,-128.49,117.72
8112,56723864,2023-02-02,137.59,255.31
816,56723864,2023-02-03,164.36,419.67
2866,56723864,2023-02-06,167.46,587.13
4015,56723864,2023-02-07,-76.84,510.29
495,56723864,2023-02-11,117.62,627.9100000000001
3091,56723864,2023-02-11,69.79,697.7
4038,56723864,2023-02-12,-104.46,593.24
8150,56723864,2023-02-14,-70.03,523.21
1548,56751728,2023-01-31,,610.52
8140,56751728,2023-02-02,-93.7,516.8199999999999
35,56751728,2023-02-02,-128.71,388.10999999999996
3729,56751728,2023-02-06,83.83,471.93999999999994
7425,56751728,2023-02-07,-63.12,408.81999999999994
4537,56751728,2023-02-08,-974.3,-565.48
6075,56751728,2023-02-13,-120.16,-685.64
1549,56759680,2023-01-31,,479.7
3554,56759680,2023-02-11,90.65,570.35
1550,56760248,2023-01-31,,571.55
5285,56760248,2023-02-03,56.89,628.4399999999999
249,56760248,2023-02-03,5.38,633.8199999999999
7121,56760248,2023-02-03,-49.32,584.5
3581,56760248,2023-02-06,111.41,695.91
7530,56760248,2023-02-06,-109.59,586.3199999999999
687,56760248,2023-02-06,-173.92,412.4
7041,56760248,2023-02-08,-38.27,374.13
3767,56760248,2023-02-09,89.08,463.21
6769,56760248,2023-02-12,-101.83,361.38
4865,56760248,2023-02-13,357.3,718.6800000000001
1551,56842874,2023-01-31,,22.02
7886,56842874,2023-02-06,-69.2,-47.18000000000001
7022,56842874,2023-02-12,-127.2,-174.38
1552,56843498,2023-01-31,,509.55
7204,56843498,2023-02-01,122.7,632.25
5394,56843498,2023-02-02,104.79,737.04
5324,56843498,2023-02-04,101.52,838.5600000000001
7648,56843498,2023-02-05,-160.23,678.33
7485,56843498,2023-02-05,-1345.1,-666.7699999999999
3844,56843498,2023-02-09,1156.9,490.1300000000002
4179,56843498,2023-02-09,135.23,625.3600000000002
757,56843498,2023-02-13,-121.9,503.4600000000002
1553,56875373,2023-01-31,,633.79
6563,56875373,2023-02-01,-71.73,562.06
4244,56875373,2023-02-03,103.79,665.8499999999999
1373,56875373,2023-02-04,-100.66,565.1899999999999
1107,56875373,2023-02-07,-69.39,495.79999999999995
5539,56875373,2023-02-11,159.77,655.5699999999999
1554,56878640,2023-01-31,,846.85
2834,56878640,2023-02-03,139.16,986.01
4737,56878640,2023-02-05,99.24,1085.25
4417,56878640,2023-02-10,121.71,1206.96
1779,56878640,2023-02-12,36.64,1243.6
5779,56878640,2023-02-12,-151.09,1092.51
1555,56899079,2023-01-31,,445.39
4914,56899079,2023-02-09,-827.3,-381.90999999999997
1556,56922739,2023-01-31,,174.07
1842,56922739,2023-02-03,-220.14,-46.06999999999999
5183,56922739,2023-02-05,102.17,56.10000000000001
5665,56922739,2023-02-07,-80.94,-24.83999999999999
2927,56922739,2023-02-11,-107.01,-131.85
1557,56936624,2023-01-31,,503.74
4300,56936624,2023-02-02,1921.4,2425.1400000000003
3285,56936624,2023-02-03,73.31,2498.4500000000003
4441,56936624,2023-02-03,-101.8,2396.65
648,56936624,2023-02-07,105.18,2501.83
2252,56936624,2023-02-12,125.27,2627.1
6107,56936624,2023-02-14,-166.38,2460.7200000000003
1558,56946115,2023-01-31,,298.13
1127,56946115,2023-02-02,-45.22,252.91
4925,56946115,2023-02-07,74.35,327.26
5714,56946115,2023-02-12,-92.42,234.83999999999997
1559,57027965,2023-01-31,,979.57
1918,57027965,2023-02-02,103.75,1083.3200000000002
6808,57027965,2023-02-02,-111.9,971.4200000000001
7777,57027965,2023-02-02,-115.29,856.13
6526,57027965,2023-02-05,-109.24,746.8900000000001
8664,57027965,2023-02-06,-197.61,549.28
6706,57027965,2023-02-08,-92.59,456.69000000000005
7176,57027965,2023-02-09,54.69,511.38
4773,57027965,2023-02-10,-210.62,300.76
4436,57027965,2023-02-11,151.02,451.78000000000003
3491,57027965,2023-02-14,-127.34,324.44000000000005
1560,57043647,2023-01-31,,552.06
6001,57043647,2023-02-01,-103.35,448.7099999999999
7701,57043647,2023-02-03,124.18,572.89
2804,57043647,2023-02-03,58.81,631.6999999999999
285,57043647,2023-02-09,-53.56,578.14
5299,57043647,2023-02-11,152.46,730.5999999999999
8033,57043647,2023-02-12,14.26,744.86
3408,57043647,2023-02-13,107.17,852.03
2022,57043647,2023-02-13,-1207.6,-355.56999999999994
1561,57063886,2023-01-31,,384.17
833,57063886,2023-02-04,134.46,518.63
4224,57063886,2023-02-07,33.98,552.61
6138,57063886,2023-02-09,-110.14,442.47
2832,57063886,2023-02-10,182.75,625.22
3177,57063886,2023-02-13,-98.44,526.78
1562,57071366,2023-01-31,,911.45
3527,57071366,2023-02-01,80.58,992.0300000000001
380,57071366,2023-02-01,76.18,1068.21
8438,57071366,2023-02-03,96.63,1164.8400000000001
1463,57071366,2023-02-03,-19.89,1144.95
6488,57071366,2023-02-08,88.56,1233.51
46,57071366,2023-02-09,-55.83,1177.68
7849,57071366,2023-02-09,-125.68,1052.0
5564,57071366,2023-02-11,49.96,1101.96
1563,57084496,2023-01-31,,58.05
3100,57084496,2023-02-01,1058.7,1116.75
7197,57084496,2023-02-01,802.6,1919.35
2614,57084496,2023-02-04,-121.83,1797.52
6255,57084496,2023-02-07,18.61,1816.13
8125,57084496,2023-02-10,8.85,1824.98
3338,57084496,2023-02-10,-82.33,1742.65
7312,57084496,2023-02-12,-1251.2,491.45000000000005
4493,57084496,2023-02-14,-63.0,428.45000000000005
1564,57096259,2023-01-31,,540.54
338,57096259,2023-02-02,168.98,709.52
8346,57096259,2023-02-03,101.3,810.8199999999999
5589,57096259,2023-02-05,77.95,888.77
3480,57096259,2023-02-05,-907.1,-18.33000000000004
2978,57096259,2023-02-06,-24.84,-43.170000000000044
2320,57096259,2023-02-09,97.89,54.719999999999956
1565,57108303,2023-01-31,,737.04
7726,57108303,2023-02-03,118.63,855.67
7980,57108303,2023-02-04,-1795.8,-940.13
3492,57108303,2023-02-05,49.78,-890.35
3872,57108303,2023-02-13,97.98,-792.37
1566,57121657,2023-01-31,,847.9
7434,57121657,2023-02-01,135.55,983.45
2441,57121657,2023-02-05,54.79,1038.24
5765,57121657,2023-02-08,796.3,1834.54
3534,57121657,2023-02-08,100.27,1934.81
7467,57121657,2023-02-08,-9.98,1924.83
587,57121657,2023-02-12,-65.93,1858.8999999999999
4413,57121657,2023-02-12,-134.36,1724.54
6468,57121657,2023-02-13,154.58,1879.12
7716,57121657,2023-02-14,96.98,1976.1
1567,57133159,2023-01-31,,734.4
5792,57133159,2023-02-09,102.35,836.75
6557,57133159,2023-02-13,128.11,964.86
1568,57145139,2023-01-31,,708.46
324,57145139,2023-02-02,-62.33,646.13
5683,57145139,2023-02-04,-186.01,460.12000000000006
1782,57145139,2023-02-05,-1233.7,-773.5799999999999
384,57145139,2023-02-07,143.04,-630.54
7735,57145139,2023-02-07,108.88,-521.66
6228,57145139,2023-02-07,-81.96,-603.6199999999999
3534,57145139,2023-02-08,-100.27,-703.8899999999999
1569,57148382,2023-01-31,,638.49
8143,57148382,2023-02-01,81.16,719.65
3791,57148382,2023-02-04,-126.18,593.47
3145,57148382,2023-02-05,-155.64,437.83000000000004
8030,57148382,2023-02-06,-876.5,-438.66999999999996
7433,57148382,2023-02-07,-85.25,-523.92
1987,57148382,2023-02-10,105.08,-418.84
1694,57148382,2023-02-12,144.16,-274.67999999999995
1570,57160773,2023-01-31,,802.9
1524,57160773,2023-02-01,96.2,899.1
7221,57160773,2023-02-03,-472.5,426.59999999999997
6280,57160773,2023-02-05,119.28,545.88
110,57160773,2023-02-08,-77.84,468.03999999999996
111,57160773,2023-02-10,167.51,635.55
6203,57160773,2023-02-13,-45.56,589.99
1571,57186194,2023-01-31,,824.69
640,57186194,2023-02-01,-106.33,718.36
5713,57186194,2023-02-02,-109.06,609.3000000000001
3741,57186194,2023-02-05,-111.92,497.38000000000005
770,57186194,2023-02-09,-181.31,316.07000000000005
4775,57186194,2023-02-13,48.13,364.20000000000005
2868,57186194,2023-02-14,158.38,522.58
7103,57186194,2023-02-14,-756.9,-234.31999999999994
1572,57224848,2023-01-31,,30.59
6505,57224848,2023-02-02,96.85,127.44
5286,57224848,2023-02-02,-74.5,52.94
3590,57224848,2023-02-05,-77.0,-24.060000000000002
5488,57224848,2023-02-07,85.73,61.67
1666,57224848,2023-02-10,-1987.3,-1925.6299999999999
37,57224848,2023-02-12,-27.74,-1953.37
3002,57224848,2023-02-12,-112.58,-2065.95
1573,57273397,2023-01-31,,403.21
529,57273397,2023-02-06,154.24,557.45
5061,57273397,2023-02-06,-134.08,423.37
8409,57273397,2023-02-09,36.49,459.85999999999996
4267,57273397,2023-02-11,117.16,577.02
4810,57273397,2023-02-11,81.26,658.28
2553,57273397,2023-02-13,-186.3,471.97999999999996
5302,57273397,2023-02-14,-97.09,374.89
1574,57300901,2023-01-31,,302.87
6832,57300901,2023-02-01,-65.35,237.52
1874,57300901,2023-02-03,108.13,345.65
3151,57300901,2023-02-03,-72.03,273.62
3807,57300901,2023-02-04,213.8,487.42
5309,57300901,2023-02-04,-1320.2,-832.78
2098,57300901,2023-02-09,-78.1,-910.88
6899,57300901,2023-02-10,-162.36,-1073.24
2514,57300901,2023-02-12,137.14,-936.1
4361,57300901,2023-02-12,100.81,-835.29
1575,57302841,2023-01-31,,341.02
6214,57302841,2023-02-01,72.19,413.21
7813,57302841,2023-02-08,152.99,566.2
6982,57302841,2023-02-08,-91.11,475.09
6915,57302841,2023-02-13,-134.97,340.12
1576,57372684,2023-01-31,,249.26
5528,57372684,2023-02-01,111.48,360.74
1109,57372684,2023-02-02,237.02,597.76
1338,57372684,2023-02-06,-141.38,456.38
514,57372684,2023-02-08,-52.45,403.93
3701,57372684,2023-02-10,121.29,525.22
7301,57372684,2023-02-10,-94.14,431.08
7427,57372684,2023-02-12,-93.57,337.51
1577,57395511,2023-01-31,,747.89
4850,57395511,2023-02-02,-151.59,596.3
5405,57395511,2023-02-06,-91.85,504.45
6717,57395511,2023-02-07,120.5,624.95
4553,57395511,2023-02-09,-82.57,542.38
3176,57395511,2023-02-11,85.36,627.74
390,57395511,2023-02-12,-95.25,532.49
5551,57395511,2023-02-13,123.69,656.18
6026,57395511,2023-02-14,-83.11,573.0699999999999
1578,57413609,2023-01-31,,219.01
132,57413609,2023-02-08,-30.21,188.79999999999998
1582,57413609,2023-02-12,-68.21,120.59
1579,57426365,2023-01-31,,606.03
8688,57426365,2023-02-01,123.23,729.26
512,57426365,2023-02-01,94.29,823.55
6832,57426365,2023-02-01,65.35,888.9
5320,57426365,2023-02-03,52.27,941.17
2498,57426365,2023-02-05,6.87,948.04
5067,57426365,2023-02-05,-76.24,871.8
4977,57426365,2023-02-06,-126.49,745.31
7392,57426365,2023-02-10,52.93,798.24
4539,57426365,2023-02-12,-100.61,697.63
3946,57426365,2023-02-14,37.59,735.22
1580,57436108,2023-01-31,,899.46
6870,57436108,2023-02-02,49.76,949.22
4390,57436108,2023-02-02,-98.78,850.44
4183,57436108,2023-02-04,-1349.2,-498.76
3013,57436108,2023-02-05,-129.49,-628.25
6612,57436108,2023-02-10,-103.49,-731.74
6607,57436108,2023-02-13,127.61,-604.13
1581,57446648,2023-01-31,,542.41
2205,57446648,2023-02-02,179.19,721.5999999999999
5085,57446648,2023-02-06,1201.1,1922.6999999999998
8222,57446648,2023-02-09,123.62,2046.3199999999997
6762,57446648,2023-02-12,129.84,2176.16
1582,57450523,2023-01-31,,609.41
7575,57450523,2023-02-03,82.41,691.8199999999999
6033,57450523,2023-02-06,-82.1,609.72
5421,57450523,2023-02-08,59.47,669.1899999999999
6148,57450523,2023-02-11,-77.75,591.4399999999999
2697,57450523,2023-02-11,-991.6,-400.1600000000001
3977,57450523,2023-02-12,137.83,-262.33000000000004
1583,57507102,2023-01-31,,374.17
8054,57507102,2023-02-01,-84.14,290.03000000000003
7488,57507102,2023-02-09,-31.87,258.16
1105,57507102,2023-02-11,-148.04,110.12000000000003
4882,57507102,2023-02-12,31.75,141.87000000000003
7090,57507102,2023-02-13,116.22,258.09000000000003
6579,57507102,2023-02-14,74.72,332.81000000000006
1584,57584855,2023-01-31,,37.86
3370,57584855,2023-02-01,-83.37,-45.510000000000005
5218,57584855,2023-02-07,-125.24,-170.75
4625,57584855,2023-02-09,155.0,-15.75
6933,57584855,2023-02-11,81.2,65.45
7111,57584855,2023-02-11,-51.18,14.270000000000003
6469,57584855,2023-02-12,-56.96,-42.69
1585,57610201,2023-01-31,,931.52
6187,57610201,2023-02-03,-676.5,255.01999999999998
1702,57610201,2023-02-04,97.9,352.91999999999996
1853,57610201,2023-02-06,-58.71,294.21
7707,57610201,2023-02-11,-56.37,237.83999999999997
6315,57610201,2023-02-12,25.98,263.82
8283,57610201,2023-02-12,-145.68,118.13999999999999
3725,57610201,2023-02-13,-158.29,-40.150000000000006
7417,57610201,2023-02-14,64.87,24.72
1586,57612494,2023-01-31,,499.3
5399,57612494,2023-02-05,109.6,608.9
6383,57612494,2023-02-12,103.32,712.22
415,57612494,2023-02-12,-44.09,668.13
1587,57675131,2023-01-31,,410.85
7298,57675131,2023-02-02,90.07,500.92
6874,57675131,2023-02-04,112.22,613.14
3850,57675131,2023-02-07,123.24,736.38
2630,57675131,2023-02-07,-150.92,585.46
1588,57687949,2023-01-31,,542.92
2540,57687949,2023-02-01,119.2,662.12
515,57687949,2023-02-03,-88.02,574.0999999999999
1426,57687949,2023-02-07,211.2,785.3
912,57687949,2023-02-08,-119.51,665.79
6441,57687949,2023-02-09,682.6,1348.3899999999999
3515,57687949,2023-02-12,143.47,1491.86
1917,57687949,2023-02-13,-94.69,1397.17
1589,57717550,2023-01-31,,832.39
4924,57717550,2023-02-01,119.21,951.6
6923,57717550,2023-02-01,-103.68,847.92
6792,57717550,2023-02-03,-125.77,722.15
5634,57717550,2023-02-09,61.13,783.28
1590,57790631,2023-01-31,,893.46
518,57790631,2023-02-01,-105.16,788.3000000000001
2576,57790631,2023-02-09,-71.26,717.0400000000001
2026,57790631,2023-02-11,166.8,883.84
5290,57790631,2023-02-14,-1139.7,-255.86
1591,57886631,2023-01-31,,369.6
8394,57886631,2023-02-05,61.09,430.69000000000005
322,57886631,2023-02-06,543.9,974.59
3390,57886631,2023-02-07,52.98,1027.57
7644,57886631,2023-02-08,-114.36,913.21
182,57886631,2023-02-11,110.5,1023.71
6185,57886631,2023-02-11,-154.67,869.0400000000001
3798,57886631,2023-02-12,-85.93,783.11
42,57886631,2023-02-13,-143.14,639.97
1592,57897038,2023-01-31,,399.72
5443,57897038,2023-02-01,-38.67,361.05
4181,57897038,2023-02-02,46.31,407.36
1407,57897038,2023-02-04,118.34,525.7
480,57897038,2023-02-06,119.61,645.3100000000001
8505,57897038,2023-02-09,-1653.1,-1007.7899999999998
3884,57897038,2023-02-11,-88.41,-1096.1999999999998
1593,57941886,2023-01-31,,270.81
6894,57941886,2023-02-02,224.12,494.93
601,57941886,2023-02-02,166.1,661.03
1819,57941886,2023-02-06,-154.07,506.96000000000004
3422,57941886,2023-02-08,-59.97,446.99
4660,57941886,2023-02-12,38.42,485.41
7969,57941886,2023-02-14,-37.37,448.04
1594,57948925,2023-01-31,,194.11
4115,57948925,2023-02-03,-95.29,98.82000000000001
7133,57948925,2023-02-04,-1465.5,-1366.68
8142,57948925,2023-02-07,182.69,-1183.99
1974,57948925,2023-02-09,-7.12,-1191.1100000000001
4649,57948925,2023-02-09,-96.17,-1287.28
7905,57948925,2023-02-13,-1505.7,-2792.98
1595,57975842,2023-01-31,,101.94
1762,57975842,2023-02-10,181.0,282.94
1596,58009817,2023-01-31,,887.22
1605,58009817,2023-02-02,121.1,1008.32
6824,58009817,2023-02-03,-144.92,863.4000000000001
5503,58009817,2023-02-04,150.76,1014.1600000000001
3065,58009817,2023-02-05,-56.62,957.5400000000001
7997,58009817,2023-02-06,-64.67,892.87
2783,58009817,2023-02-08,111.05,1003.9200000000001
2555,58009817,2023-02-08,-22.97,980.95
3562,58009817,2023-02-12,-1354.4,-373.45000000000005
1597,58099419,2023-01-31,,185.74
6132,58099419,2023-02-01,-152.29,33.45000000000002
8617,58099419,2023-02-05,144.17,177.62
7649,58099419,2023-02-14,-80.0,97.62
1598,58126511,2023-01-31,,940.27
8269,58126511,2023-02-03,76.11,1016.38
4912,58126511,2023-02-03,-85.3,931.0799999999999
3436,58126511,2023-02-04,1639.2,2570.2799999999997
3031,58126511,2023-02-05,-148.33,2421.95
2930,58126511,2023-02-07,-98.77,2323.18
3967,58126511,2023-02-08,88.99,2412.17
5915,58126511,2023-02-09,-45.7,2366.47
2980,58126511,2023-02-11,-121.16,2245.31
2903,58126511,2023-02-13,108.27,2353.58
3121,58126511,2023-02-14,90.11,2443.69
2333,58126511,2023-02-14,36.2,2479.89
1599,58176810,2023-01-31,,219.07
7321,58176810,2023-02-02,-25.85,193.22
7545,58176810,2023-02-03,-105.11,88.10999999999999
289,58176810,2023-02-05,113.3,201.40999999999997
8059,58176810,2023-02-09,-104.33,97.07999999999998
6173,58176810,2023-02-14,133.71,230.79
1600,58182495,2023-01-31,,223.57
591,58182495,2023-02-05,-949.6,-726.03
6919,58182495,2023-02-12,-158.82,-884.8500000000001
1601,58216756,2023-01-31,,642.13
4367,58216756,2023-02-02,115.09,757.22
1420,58216756,2023-02-02,51.0,808.22
4591,58216756,2023-02-03,625.5,1433.72
7573,58216756,2023-02-06,120.17,1553.89
1333,58216756,2023-02-09,-79.05,1474.8400000000001
7933,58216756,2023-02-11,-91.03,1383.81
6275,58216756,2023-02-12,-1690.9,-307.09000000000015
5823,58216756,2023-02-13,-167.82,-474.91000000000014
1602,58249518,2023-01-31,,14.63
379,58249518,2023-02-07,56.84,71.47
5436,58249518,2023-02-12,-84.03,-12.560000000000002
1603,58254002,2023-01-31,,94.53
7952,58254002,2023-02-01,-91.66,2.8700000000000045
5824,58254002,2023-02-11,184.66,187.53
5567,58254002,2023-02-11,161.25,348.78
5099,58254002,2023-02-11,45.84,394.62
4515,58254002,2023-02-11,-165.77,228.85
7645,58254002,2023-02-13,-1258.1,-1029.25
3946,58254002,2023-02-14,-37.59,-1066.84
3678,58254002,2023-02-14,-141.17,-1208.01
1604,58258401,2023-01-31,,873.05
7078,58258401,2023-02-03,154.95,1028.0
1249,58258401,2023-02-06,-119.58,908.42
8187,58258401,2023-02-06,-178.88,729.54
1025,58258401,2023-02-07,-124.51,605.03
3278,58258401,2023-02-12,-105.2,499.8299999999999
1605,58265755,2023-01-31,,494.05
7374,58265755,2023-02-01,156.89,650.94
7889,58265755,2023-02-02,-124.21,526.73
7634,58265755,2023-02-03,178.54,705.27
3132,58265755,2023-02-03,-127.44,577.8299999999999
7092,58265755,2023-02-07,-114.81,463.02
8031,58265755,2023-02-08,-173.81,289.21
2318,58265755,2023-02-14,116.74,405.95
1606,58290957,2023-01-31,,580.25
6027,58290957,2023-02-06,-157.11,423.14
8213,58290957,2023-02-10,-134.24,288.9
1607,58304487,2023-01-31,,5.31
3361,58304487,2023-02-03,59.2,64.51
6041,58304487,2023-02-03,-115.75,-51.239999999999995
6689,58304487,2023-02-04,95.13,43.89
8388,58304487,2023-02-09,-146.33,-102.44000000000001
2728,58304487,2023-02-13,-86.65,-189.09000000000003
1608,58305943,2023-01-31,,970.56
659,58305943,2023-02-01,58.02,1028.58
2056,58305943,2023-02-02,-164.6,863.98
7009,58305943,2023-02-04,118.08,982.06
1920,58305943,2023-02-04,99.93,1081.99
733,58305943,2023-02-07,-122.53,959.4599999999999
3980,58305943,2023-02-07,-124.42,835.04
1365,58305943,2023-02-08,-122.18,712.8599999999999
4590,58305943,2023-02-09,-138.85,574.01
7097,58305943,2023-02-10,-114.0,460.01
1609,58306431,2023-01-31,,576.56
2988,58306431,2023-02-01,-102.89,473.66999999999996
7435,58306431,2023-02-02,103.47,577.14
782,58306431,2023-02-03,-123.38,453.75999999999993
179,58306431,2023-02-04,35.39,489.15
2167,58306431,2023-02-06,742.3,1231.4499999999998
8284,58306431,2023-02-12,-78.91,1152.54
5531,58306431,2023-02-12,-202.22,950.3199999999999
692,58306431,2023-02-13,67.88,1018.1999999999999
4428,58306431,2023-02-14,-1485.6,-467.4
1610,58332273,2023-01-31,,299.3
2801,58332273,2023-02-06,-179.82,119.48000000000002
4589,58332273,2023-02-09,73.05,192.53000000000003
8682,58332273,2023-02-12,19.96,212.49
1611,58345258,2023-01-31,,749.07
5921,58345258,2023-02-02,144.51,893.58
7258,58345258,2023-02-06,561.3,1454.88
8029,58345258,2023-02-08,-947.8,507.08000000000004
6065,58345258,2023-02-11,69.7,576.7800000000001
5039,58345258,2023-02-13,817.7,1394.48
1612,58362636,2023-01-31,,89.45
2995,58362636,2023-02-06,-39.83,49.620000000000005
5017,58362636,2023-02-07,129.66,179.28
2643,58362636,2023-02-08,120.31,299.59000000000003
3888,58362636,2023-02-12,95.84,395.43
1613,58384131,2023-01-31,,327.68
329,58384131,2023-02-01,158.57,486.25
2934,58384131,2023-02-05,-72.1,414.15
3839,58384131,2023-02-09,-70.47,343.68
3391,58384131,2023-02-09,-147.12,196.56
1614,58385320,2023-01-31,,693.52
185,58385320,2023-02-05,-89.23,604.29
7811,58385320,2023-02-05,-121.41,482.88
8437,58385320,2023-02-05,-197.01,285.87
196,58385320,2023-02-06,583.7,869.57
8157,58385320,2023-02-10,-79.87,789.7
1615,58400012,2023-01-31,,606.79
6563,58400012,2023-02-01,71.73,678.52
7650,58400012,2023-02-11,59.1,737.62
1616,58434725,2023-01-31,,365.9
4926,58434725,2023-02-03,-47.74,318.15999999999997
4641,58434725,2023-02-03,-87.65,230.50999999999996
4666,58434725,2023-02-09,-69.99,160.51999999999998
7165,58434725,2023-02-11,62.47,222.98999999999995
1602,58434725,2023-02-14,91.73,314.71999999999997
1617,58458443,2023-01-31,,903.64
6518,58458443,2023-02-03,-87.05,816.59
6811,58458443,2023-02-07,-180.63,635.96
1618,58489789,2023-01-31,,460.5
1450,58489789,2023-02-02,39.87,500.37
8635,58489789,2023-02-02,-120.72,379.65
7095,58489789,2023-02-04,-54.57,325.08
2925,58489789,2023-02-06,-97.09,227.99
3604,58489789,2023-02-07,-109.32,118.67000000000002
8003,58489789,2023-02-10,98.63,217.3
4565,58489789,2023-02-14,-108.48,108.82000000000001
1619,58491429,2023-01-31,,937.47
5589,58491429,2023-02-05,-77.95,859.52
7479,58491429,2023-02-06,-1486.9,-627.3800000000001
5669,58491429,2023-02-07,-103.74,-731.1200000000001
1341,58491429,2023-02-10,-93.02,-824.1400000000001
1620,58533748,2023-01-31,,490.86
5338,58533748,2023-02-04,-113.49,377.37
7579,58533748,2023-02-08,-80.13,297.24
4406,58533748,2023-02-14,90.86,388.1
1509,58533748,2023-02-14,-139.82,248.28000000000003
6193,58533748,2023-02-14,-321.9,-73.61999999999995
1621,58547184,2023-01-31,,218.22
7050,58547184,2023-02-02,1586.6,1804.82
7323,58547184,2023-02-02,61.66,1866.48
5412,58547184,2023-02-04,-14.63,1851.85
6125,58547184,2023-02-05,83.83,1935.6799999999998
7632,58547184,2023-02-06,107.61,2043.29
7079,58547184,2023-02-11,-69.84,1973.4499999999998
6679,58547184,2023-02-11,-142.41,1831.04
1622,58558145,2023-01-31,,495.35
3916,58558145,2023-02-10,-114.24,381.11
7216,58558145,2023-02-11,-91.38,289.73
6011,58558145,2023-02-13,91.8,381.53000000000003
1623,58586275,2023-01-31,,916.97
7731,58586275,2023-02-07,979.3,1896.27
4138,58586275,2023-02-07,-41.64,1854.6299999999999
1011,58586275,2023-02-10,-102.06,1752.57
2195,58586275,2023-02-12,-121.68,1630.8899999999999
1624,58668564,2023-01-31,,813.28
1577,58668564,2023-02-01,-105.85,707.43
1106,58668564,2023-02-08,-90.09,617.3399999999999
758,58668564,2023-02-11,1125.0,1742.34
287,58668564,2023-02-12,-108.96,1633.3799999999999
6312,58668564,2023-02-14,57.83,1691.21
1625,58683711,2023-01-31,,12.76
3005,58683711,2023-02-01,-115.4,-102.64
7470,58683711,2023-02-05,41.55,-61.09
7365,58683711,2023-02-10,126.49,65.39999999999999
5258,58683711,2023-02-10,88.53,153.93
8373,58683711,2023-02-14,0.36,154.29
1626,58703801,2023-01-31,,520.81
679,58703801,2023-02-09,-100.78,420.03
4398,58703801,2023-02-10,165.41,585.4399999999999
2246,58703801,2023-02-12,-166.9,418.53999999999996
7123,58703801,2023-02-13,53.93,472.4699999999999
1627,58720727,2023-01-31,,471.56
2946,58720727,2023-02-03,-142.86,328.7
2839,58720727,2023-02-04,108.24,436.94
4049,58720727,2023-02-05,-62.37,374.57
4965,58720727,2023-02-08,-92.11,282.46
5564,58720727,2023-02-11,-49.96,232.49999999999997
571,58720727,2023-02-11,-142.67,89.82999999999998
6730,58720727,2023-02-12,-113.6,-23.77000000000001
4459,58720727,2023-02-13,-80.64,-104.41000000000001
6327,58720727,2023-02-14,-1650.9,-1755.3100000000002
1628,58728550,2023-01-31,,250.26
6161,58728550,2023-02-04,-37.8,212.45999999999998
8632,58728550,2023-02-11,114.61,327.07
1629,58785108,2023-01-31,,473.41
8619,58785108,2023-02-01,61.87,535.28
1924,58785108,2023-02-04,104.53,639.8100000000001
2965,58785108,2023-02-04,-64.43,575.38
3154,58785108,2023-02-07,-883.6,-308.22
469,58785108,2023-02-11,-32.04,-340.26000000000005
2553,58785108,2023-02-13,186.3,-153.96
1630,58810775,2023-01-31,,747.44
1209,58810775,2023-02-01,-62.0,685.44
3465,58810775,2023-02-05,114.97,800.4100000000001
2053,58810775,2023-02-05,-20.17,780.24
307,58810775,2023-02-07,151.21,931.45
5870,58810775,2023-02-13,-97.59,833.86
1631,58811985,2023-01-31,,616.7
3036,58811985,2023-02-08,1024.6,1641.3
2683,58811985,2023-02-09,155.76,1797.06
1954,58811985,2023-02-12,-126.97,1670.09
7977,58811985,2023-02-14,85.37,1755.46
1632,58822254,2023-01-31,,79.7
4318,58822254,2023-02-02,-1559.2,-1479.5
1468,58822254,2023-02-03,-436.5,-1916.0
1410,58822254,2023-02-04,129.56,-1786.44
4757,58822254,2023-02-08,42.43,-1744.01
2830,58822254,2023-02-10,129.11,-1614.9
1633,58830897,2023-01-31,,834.24
5754,58830897,2023-02-02,-22.54,811.7
8473,58830897,2023-02-04,-55.94,755.76
6090,58830897,2023-02-05,-110.92,644.84
7406,58830897,2023-02-06,-117.02,527.82
4853,58830897,2023-02-11,152.47,680.29
6485,58830897,2023-02-12,-214.19,466.1
2628,58830897,2023-02-14,137.92,604.02
1634,58837121,2023-01-31,,160.48
4929,58837121,2023-02-04,97.06,257.53999999999996
1518,58837121,2023-02-05,-163.32,94.22
3444,58837121,2023-02-07,75.03,169.25
2365,58837121,2023-02-08,-80.72,88.53
5487,58837121,2023-02-11,111.96,200.49
7549,58837121,2023-02-11,-50.91,149.57999999999998
7909,58837121,2023-02-14,103.18,252.76
1635,58873428,2023-01-31,,191.58
5358,58873428,2023-02-07,39.09,230.67000000000002
1636,58874842,2023-01-31,,347.73
2857,58874842,2023-02-01,-53.09,294.64
7616,58874842,2023-02-07,-183.11,111.53
8090,58874842,2023-02-08,106.37,217.9
6678,58874842,2023-02-09,154.04,371.94
2642,58874842,2023-02-10,57.64,429.58
2916,58874842,2023-02-14,86.86,516.44
1637,58897654,2023-01-31,,210.05
8113,58897654,2023-02-04,113.97,324.02
2513,58897654,2023-02-05,193.2,517.22
1638,58925998,2023-01-31,,855.45
3681,58925998,2023-02-05,166.03,1021.48
1178,58925998,2023-02-09,56.12,1077.6000000000001
1063,58925998,2023-02-10,155.67,1233.27
