,id,first_name,last_name,Ticker,Sector,Market,Stock Name,Market Cap,Purchase Price,month,file date,Purchase Price Category,Market Cap Category,Rank
292,293,Aloise,Wherton,GBDC,,NASDAQ,"Golub Capital BDC, Inc.",1110000000.0,99839.23,5,01/5/2023,Very High,Large,2.0
293,294,Loralie,Lampens,RVSB,Finance,NASDAQ,Riverview Bancorp Inc,148350000.0,49298.53,5,01/5/2023,Medium,Medium,5.0
294,295,Skippie,Sanchis,LNN,Capital Goods,NYSE,Lindsay Corporation,914460000.0,98208.86,5,01/5/2023,Very High,Medium,4.0
316,317,Corinna,Sheerman,GTIM,Consumer Services,NASDAQ,Good Times Restaurants Inc.,41810000.0,8371.13,5,01/5/2023,Low,Small,2.0
319,320,Sib,Gilsthorpe,OBSV,Health Care,NASDAQ,ObsEva SA,161490000.0,9212.44,5,01/5/2023,Low,Medium,3.0
324,325,Orly,Conner,GFA,Basic Industries,NYSE,Gafisa SA,95340000.0,94675.84,5,01/5/2023,Very High,Small,5.0
333,334,Alicea,Marns,DWAQ,,NASDAQ,PowerShares DWA NASDAQ Momentum Portfolio,35540000.0,72826.15,5,01/5/2023,High,Small,5.0
338,339,Jelene,Glyn,MBII,Basic Industries,NASDAQ,"Marrone Bio Innovations, Inc.",32290000.0,4213.50,5,01/5/2023,Low,Small,5.0
340,341,Vinnie,Snellman,PTR,Energy,NYSE,PetroChina Company Limited,116380000000.0,29397.19,5,01/5/2023,Medium,Huge,1.0
358,359,Elbert,Youngman,DGICB,Finance,NASDAQ,"Donegal Group, Inc.",395710000.0,99801.39,5,01/5/2023,Very High,Medium,1.0
400,401,Thaddeus,Kenwright,EMCI,Finance,NASDAQ,EMC Insurance Group Inc.,588240000.0,49732.20,5,01/5/2023,Medium,Medium,1.0
414,415,Ferdie,Edger,KO,Consumer Non-Durables,NYSE,Coca-Cola Company (The),193590000000.0,94005.53,5,01/5/2023,Very High,Huge,2.0
420,421,Carolyne,Peller,TLGT,Health Care,NASDAQ,"Teligent, Inc.",459340000.0,49375.42,5,01/5/2023,Medium,Medium,3.0
421,422,Hedi,Baudts,AVB,Consumer Services,NYSE,"AvalonBay Communities, Inc.",27020000000.0,99971.11,5,01/5/2023,Very High,Large,1.0
437,438,Opaline,Antos,WYIGU,Finance,NASDAQ,JM Global Holding Company,67860000.0,48225.70,5,01/5/2023,Medium,Small,2.0
439,440,Marcus,Mattioni,PPHMP,Health Care,NASDAQ,Peregrine Pharmaceuticals Inc.,15330000.0,9677.91,5,01/5/2023,Low,Small,1.0
448,449,Haley,Yegorkov,ESSA,Finance,NASDAQ,"ESSA Bancorp, Inc.",175650000.0,74026.74,5,01/5/2023,High,Medium,3.0
453,454,Meggi,De Rye Barrett,AKTX,Health Care,NASDAQ,Akari Therapeutics Plc,56290000.0,74144.16,5,01/5/2023,High,Small,2.0
459,460,Logan,Prettyjohns,PTR,Energy,NYSE,PetroChina Company Limited,116380000000.0,62771.16,5,01/5/2023,High,Huge,2.0
571,572,Vail,Lightbody,BCC,Consumer Services,NYSE,"Boise Cascade, L.L.C.",1140000000.0,49509.01,5,01/5/2023,Medium,Large,5.0
576,577,Hortensia,Heart,ACET,Health Care,NASDAQ,Aceto Corporation,437060000.0,99113.45,5,01/5/2023,Very High,Medium,2.0
618,619,Dreddy,Hurlin,MRK,Health Care,NYSE,"Merck & Company, Inc.",172230000000.0,7712.91,5,01/5/2023,Low,Huge,1.0
620,621,Rolfe,McCauley,MNST,Consumer Non-Durables,NASDAQ,Monster Beverage Corporation,28570000000.0,99649.45,5,01/5/2023,Very High,Large,3.0
644,645,Giulia,Rosi,MARK,Consumer Services,NASDAQ,"Remark Holdings, Inc.",57310000.0,48745.09,5,01/5/2023,Medium,Small,1.0
678,679,Elsey,Greenway,CTL,Public Utilities,NYSE,"CenturyLink, Inc.",14120000000.0,9607.74,5,01/5/2023,Low,Large,3.0
683,684,Renell,Dragon,SPIL,Technology,NASDAQ,"Siliconware Precision Industries Company, Ltd.",5070000000.0,74783.50,5,01/5/2023,High,Large,1.0
691,692,Fidel,Draper,MRIN,Technology,NYSE,Marin Software Incorporated,47310000.0,6331.49,5,01/5/2023,Low,Small,3.0
720,721,Estel,Merrin,MHD,,NYSE,"Blackrock MuniHoldings Fund, Inc.",243600000.0,8464.46,5,01/5/2023,Low,Medium,5.0
728,729,Candide,Fidler,FVC,,NASDAQ,First Trust Dorsey Wright Dynamic Focus 5 ETF,318660000.0,72653.09,5,01/5/2023,High,Medium,5.0
730,731,Stillmann,Elphick,IBM,Technology,NYSE,International Business Machines Corporation,145980000000.0,59375.02,5,01/5/2023,High,Huge,4.0
752,753,Heddi,Brownsall,ARA,Health Care,NYSE,"American Renal Associates Holdings, Inc",569450000.0,8917.75,5,01/5/2023,Low,Medium,4.0
753,754,Roy,Albrighton,DOC,Consumer Services,NYSE,Physicians Realty Trust,3260000000.0,8745.76,5,01/5/2023,Low,Large,4.0
756,757,Lucie,Vogel,PGTI,Capital Goods,NYSE,"PGT Innovations, Inc.",610360000.0,49373.11,5,01/5/2023,Medium,Medium,4.0
766,767,Pattie,Tytcomb,NMFC,,NYSE,New Mountain Finance Corporation,1090000000.0,8543.03,5,01/5/2023,Low,Large,5.0
768,769,Carol,Linney,CSTR,Finance,NASDAQ,"CapStar Financial Holdings, Inc.",196970000.0,73302.36,5,01/5/2023,High,Medium,4.0
770,771,Ermina,Dayton,VPG,Capital Goods,NYSE,"Vishay Precision Group, Inc.",229330000.0,9629.22,5,01/5/2023,Low,Medium,1.0
781,782,Ikey,Allaway,ESLT,Capital Goods,NASDAQ,Elbit Systems Ltd.,5290000000.0,99445.93,5,01/5/2023,Very High,Large,5.0
791,792,Candide,Lockitt,TECD,Technology,NASDAQ,Tech Data Corporation,3670000000.0,49765.42,5,01/5/2023,Medium,Large,3.0
800,801,Alwyn,Celli,FMCI,Finance,NASDAQ,Forum Merger Corporation,217090000.0,49649.44,5,01/5/2023,Medium,Medium,2.0
802,803,Becka,Wickmann,AGTC,Health Care,NASDAQ,Applied Genetic Technologies Corporation,91320000.0,72955.03,5,01/5/2023,High,Small,4.0
843,844,Jolyn,Bedlington,TIG,Health Care,NASDAQ,TiGenix,103100000000.0,66390.82,5,01/5/2023,High,Huge,1.0
854,855,Odessa,Ilyushkin,LMAT,Health Care,NASDAQ,"LeMaitre Vascular, Inc.",512549999.99999994,74651.76,5,01/5/2023,High,Medium,1.0
870,871,Kennie,Mallord,TSI,,NYSE,"TCW Strategic Income Fund, Inc.",271820000.0,98154.00,5,01/5/2023,Very High,Medium,5.0
920,921,Skip,Allix,AXR,Consumer Services,NYSE,AMREP Corporation,56380000.0,47057.47,5,01/5/2023,Medium,Small,4.0
922,923,Levey,Mortimer,FPT,,NYSE,Federated Premier Intermediate Municipal Income Fund,94960000.0,73712.10,5,01/5/2023,High,Small,3.0
948,949,Mignon,Boddice,CFMS,Health Care,NASDAQ,"ConforMIS, Inc.",180660000.0,9371.71,5,01/5/2023,Low,Medium,2.0
972,973,Christye,McGarvie,FTXL,,NASDAQ,First Trust Nasdaq Semiconductor ETF,21580000.0,47878.22,5,01/5/2023,Medium,Small,3.0
980,981,Cello,Pauncefort,SO,Public Utilities,NYSE,Southern Company (The),51250000000.0,74715.06,5,01/5/2023,High,Large,2.0
981,982,Rubin,Stonman,QQXT,,NASDAQ,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,101070000.0,74154.09,5,01/5/2023,High,Medium,2.0
990,991,Norry,Wiz,BABY,Health Care,NASDAQ,Natus Medical Incorporated,1160000000.0,74231.26,5,01/5/2023,High,Large,4.0
992,993,Feodor,Harragin,CPK,Public Utilities,NYSE,Chesapeake Utilities Corporation,1230000000.0,73871.46,5,01/5/2023,High,Large,5.0
4,5,Cynthy,Cornuau,HRL,Consumer Non-Durables,NYSE,Hormel Foods Corporation,17940000000.0,99994.59,12,01/12/2023,Very High,Large,1.0
14,15,Maighdiln,Chedgey,TDC,Technology,NYSE,Teradata Corporation,3660000000.0,49255.48,12,01/12/2023,Medium,Large,3.0
46,47,Faustina,Wear,PTGX,Health Care,NASDAQ,"Protagonist Therapeutics, Inc.",177840000.0,98986.78,12,01/12/2023,Very High,Medium,5.0
49,50,Malvina,Gorges,FLAG,,NASDAQ,WeatherStorm Forensic Accounting Long Short ETF,15380000.0,9873.70,12,01/12/2023,Low,Small,1.0
60,61,Lisa,Janz,MFM,,NYSE,MFS Municipal Income Trust,294490000.0,9243.72,12,01/12/2023,Low,Medium,2.0
112,113,Jenifer,Geraldo,HSBC,Finance,NYSE,HSBC Holdings plc,176430000000.0,99014.84,12,01/12/2023,Very High,Huge,1.0
117,118,Rice,Bentote,QAT,,NASDAQ,iShares MSCI Qatar Capped ETF,38960000.0,99349.08,12,01/12/2023,Very High,Small,2.0
168,169,Granger,Driscoll,CUBA,,NASDAQ,"The Herzfeld Caribbean Basin Fund, Inc.",43730000.0,73570.80,12,01/12/2023,High,Small,1.0
170,171,Margalo,Sommerfeld,DEI,Consumer Services,NYSE,"Douglas Emmett, Inc.",6030000000.0,9763.64,12,01/12/2023,Low,Large,2.0
182,183,Dionisio,Urquhart,PRKR,Technology,NASDAQ,"ParkerVision, Inc.",41590000.0,70305.45,12,01/12/2023,High,Small,4.0
191,192,Stacia,Haggus,BFO,,NYSE,Blackrock Florida Municipal 2020 Term Trust,84270000.0,8316.66,12,01/12/2023,Low,Small,2.0
202,203,Florencia,Dabourne,TSM,Technology,NYSE,Taiwan Semiconductor Manufacturing Company Ltd.,186020000000.0,69056.61,12,01/12/2023,High,Huge,1.0
209,210,George,Benezet,SNY,Health Care,NYSE,Sanofi,123340000000.0,46333.18,12,01/12/2023,Medium,Huge,1.0
211,212,Desiri,Tebbitt,WDR,Finance,NYSE,"Waddell & Reed Financial, Inc.",1560000000.0,49925.01,12,01/12/2023,Medium,Large,1.0
219,220,Rosita,Skittreal,NXN,,NYSE,Nuveen Insured New York Select Tax-Free Income Portfolio,54360000.0,71672.12,12,01/12/2023,High,Small,2.0
231,232,Denys,Konert,PDLI,Health Care,NASDAQ,"PDL BioPharma, Inc.",367040000.0,73471.57,12,01/12/2023,High,Medium,4.0
245,246,Edgard,Kupec,ENBL,Public Utilities,NYSE,"Enable Midstream Partners, LP",6430000000.0,49489.54,12,01/12/2023,Medium,Large,2.0
259,260,Chloe,Venny,LBF,,NYSE,"Scudder Global High Income Fund, Inc.",56460000.0,46592.33,12,01/12/2023,Medium,Small,3.0
263,264,Kamillah,Crosland,FISV,Technology,NASDAQ,"Fiserv, Inc.",26470000000.0,99492.37,12,01/12/2023,Very High,Large,3.0
274,275,Cynthea,Topp,MTG,Finance,NYSE,MGIC Investment Corporation,4139999999.9999995,9626.06,12,01/12/2023,Low,Large,3.0
275,276,Reyna,Abell,PNFP,Finance,NASDAQ,"Pinnacle Financial Partners, Inc.",3270000000.0,49019.57,12,01/12/2023,Medium,Large,5.0
288,289,Cletis,Leel,LINC,Consumer Services,NASDAQ,Lincoln Educational Services Corporation,80580000.0,49548.70,12,01/12/2023,Medium,Small,1.0
313,314,Cammy,Brozek,AEL,Finance,NYSE,American Equity Investment Life Holding Company,2220000000.0,74402.16,12,01/12/2023,High,Large,4.0
333,334,Jennine,Bosch,CMRE,Transportation,NYSE,Costamare Inc.,710190000.0,74049.76,12,01/12/2023,High,Medium,1.0
342,343,Brocky,Couldwell,SA,Basic Industries,NYSE,"Seabridge Gold, Inc.",559330000.0,48821.28,12,01/12/2023,Medium,Medium,4.0
350,351,Debera,Waghorne,KO,Consumer Non-Durables,NYSE,Coca-Cola Company (The),193590000000.0,31850.90,12,01/12/2023,Medium,Huge,3.0
352,353,Welbie,Robbey,ORMP,Health Care,NASDAQ,Oramed Pharmaceuticals Inc.,98910000.0,99965.64,12,01/12/2023,Very High,Small,1.0
375,376,Porter,Tribble,MZF,,NYSE,Managed Duration Investment Grade Municipal Fund,94050000.0,69346.35,12,01/12/2023,High,Small,5.0
377,378,Chrissy,Daulby,ARTW,Capital Goods,NASDAQ,"Art's-Way Manufacturing Co., Inc.",12260000.0,98615.62,12,01/12/2023,Very High,Small,5.0
383,384,Serge,Bygate,KF,,NYSE,"Korea Fund, Inc. (The)",233080000.0,8936.57,12,01/12/2023,Low,Medium,3.0
391,392,Gareth,Yvens,PFSW,Miscellaneous,NASDAQ,"PFSweb, Inc.",136890000.0,73540.05,12,01/12/2023,High,Medium,3.0
394,395,Stormy,McCuaig,DEA,Consumer Services,NYSE,"Easterly Government Properties, Inc.",779290000.0,99234.00,12,01/12/2023,Very High,Medium,4.0
426,427,Valina,Shelliday,CNTF,,NASDAQ,China TechFaith Wireless Communication Technology Limited,33670000.0,47599.22,12,01/12/2023,Medium,Small,2.0
439,440,Nikki,Paolone,CHS,Consumer Services,NYSE,"Chico's FAS, Inc.",1200000000.0,74981.51,12,01/12/2023,High,Large,1.0
446,447,Fabe,Trew,MO,Consumer Non-Durables,NYSE,Altria Group,149280000000.0,24269.42,12,01/12/2023,Low,Huge,1.0
509,510,Orly,Turner,CMCSA,Consumer Services,NASDAQ,Comcast Corporation,195790000000.0,97671.88,12,01/12/2023,Very High,Huge,2.0
530,531,Grant,O'Hickey,FVC,,NASDAQ,First Trust Dorsey Wright Dynamic Focus 5 ETF,318660000.0,49366.63,12,01/12/2023,Medium,Medium,2.0
531,532,Connie,Zappel,KYO,Technology,NYSE,Kyocera Corporation,21430000000.0,74724.46,12,01/12/2023,High,Large,3.0
534,535,Morgana,Cheale,KFRC,Technology,NASDAQ,"Kforce, Inc.",498130000.0,99243.80,12,01/12/2023,Very High,Medium,3.0
540,541,Dode,Limmer,REGI,Basic Industries,NASDAQ,"Renewable Energy Group, Inc.",477600000.0,73563.20,12,01/12/2023,High,Medium,2.0
640,641,Nannie,Jerrand,AWK,Public Utilities,NYSE,American Water Works,14720000000.0,74877.80,12,01/12/2023,High,Large,2.0
645,646,Vernon,Yanov,PEGI,Public Utilities,NASDAQ,Pattern Energy Group Inc.,2080000000.0,74286.29,12,01/12/2023,High,Large,5.0
652,653,Pren,Sillis,NEWT,,NASDAQ,Newtek Business Services Corp.,283590000.0,99497.72,12,01/12/2023,Very High,Medium,2.0
664,665,Juditha,Bengefield,APEN,Health Care,NASDAQ,"Apollo Endosurgery, Inc.",72330000.0,98709.71,12,01/12/2023,Very High,Small,3.0
671,672,Rennie,Nicolls,BKH,Public Utilities,NYSE,Black Hills Corporation,3840000000.0,99041.03,12,01/12/2023,Very High,Large,4.0
678,679,Adelheid,Belly,ACFC,Finance,NASDAQ,Atlantic Coast Financial Corporation,119140000.0,7212.20,12,01/12/2023,Low,Medium,5.0
753,754,Heida,Kilcoyne,IIIN,Capital Goods,NASDAQ,"Insteel Industries, Inc.",605760000.0,9797.43,12,01/12/2023,Low,Medium,1.0
760,761,Barrie,Schiementz,NSIT,Consumer Services,NASDAQ,"Insight Enterprises, Inc.",1490000000.0,9918.30,12,01/12/2023,Low,Large,1.0
764,765,Corabel,Northern,QVCB,Consumer Services,NASDAQ,Liberty Interactive Corporation,10920000000.0,49186.90,12,01/12/2023,Medium,Large,4.0
767,768,Gail,Arntzen,PTSI,Transportation,NASDAQ,"P.A.M. Transportation Services, Inc.",129340000.0,48733.10,12,01/12/2023,Medium,Medium,5.0
786,787,Almeria,McGinley,KTEC,Technology,NASDAQ,"Key Technology, Inc.",87570000.0,7839.84,12,01/12/2023,Low,Small,3.0
797,798,Tiff,Cruickshanks,CTT           ,Consumer Services,NYSE,"CatchMark Timber Trust, Inc.",452920000.0,99520.02,12,01/12/2023,Very High,Medium,1.0
808,809,Filberto,Moyers,RIC,Basic Industries,NYSE,"Richmont Mines, Inc.",458830000.0,73447.04,12,01/12/2023,High,Medium,5.0
817,818,Friederike,Roskelly,AVNW,Technology,NASDAQ,"Aviat Networks, Inc.",93710000.0,70596.71,12,01/12/2023,High,Small,3.0
824,825,Giselle,Allix,CNHI,Capital Goods,NYSE,CNH Industrial N.V.,15850000000.0,99977.70,12,01/12/2023,Very High,Large,2.0
827,828,Ofella,Biers,IEUS,,NASDAQ,iShares MSCI Europe Small-Cap ETF,126720000.0,49564.15,12,01/12/2023,Medium,Medium,1.0
841,842,Ulberto,Almon,MTBC,Technology,NASDAQ,"Medical Transcription Billing, Corp.",19070000.0,46529.94,12,01/12/2023,Medium,Small,4.0
853,854,Gaby,Farge,NEOT,Health Care,NASDAQ,"Neothetics, Inc.",26560000.0,6473.85,12,01/12/2023,Low,Small,4.0
854,855,Gladi,O'Nion,HSGX,Health Care,NASDAQ,Histogenics Corporation,35470000.0,6419.44,12,01/12/2023,Low,Small,5.0
866,867,Michel,Slayny,LITB,Consumer Services,NYSE,"LightInTheBox Holding Co., Ltd.",170210000.0,8220.92,12,01/12/2023,Low,Medium,4.0
869,870,Carey,Sibley,KR,Consumer Services,NYSE,Kroger Company (The),20340000000.0,98708.29,12,01/12/2023,Very High,Large,5.0
921,922,Katalin,Gregolotti,V,Miscellaneous,NYSE,Visa Inc.,217120000000.0,33472.83,12,01/12/2023,Medium,Huge,2.0
922,923,Ellynn,Thoms,CSX,Transportation,NASDAQ,CSX Corporation,48660000000.0,9073.44,12,01/12/2023,Low,Large,5.0
925,926,Sigismond,Hast,SAP,Technology,NYSE,SAP SE,126800000000.0,78869.76,12,01/12/2023,Very High,Huge,3.0
932,933,Dillie,Ciubutaro,EOG,Energy,NYSE,"EOG Resources, Inc.",51100000000.0,9254.95,12,01/12/2023,Low,Large,4.0
944,945,Eudora,Wissbey,T,Public Utilities,NYSE,AT&T Inc.,239530000000.0,57536.21,12,01/12/2023,High,Huge,2.0
958,959,Thomasin,Edmed,PTIE,Health Care,NASDAQ,"Pain Therapeutics, Inc.",27030000.0,98696.95,12,01/12/2023,Very High,Small,4.0
969,970,Gearard,Swindells,XTLB,Health Care,NASDAQ,XTL Biopharmaceuticals Ltd.,13780000.0,44545.82,12,01/12/2023,Medium,Small,5.0
981,982,Jerrie,Debling,TTI,Energy,NYSE,"Tetra Technologies, Inc.",364090000.0,48925.34,12,01/12/2023,Medium,Medium,3.0
12,13,Alla,Biasio,TRPX,Health Care,NASDAQ,Therapix Biosciences Ltd.,21620000.0,8194.04,10,01/10/2023,Low,Small,3.0
19,20,Betta,Curnnok,HGV,Consumer Services,NYSE,Hilton Grand Vacations Inc.,3620000000.0,49006.88,10,01/10/2023,Medium,Large,4.0
31,32,Francesco,Siebart,MDR,Capital Goods,NYSE,"McDermott International, Inc.",1780000000.0,8211.21,10,01/10/2023,Low,Large,4.0
39,40,Dare,Tousey,PXD,Energy,NYSE,Pioneer Natural Resources Company,27010000000.0,49057.30,10,01/10/2023,Medium,Large,3.0
94,95,Borg,Broek,TPH,Capital Goods,NYSE,"TRI Pointe Group, Inc.",1980000000.0,48946.23,10,01/10/2023,Medium,Large,5.0
95,96,Man,Murdoch,VBTX,Finance,NASDAQ,"Veritex Holdings, Inc.",425820000.0,74509.82,10,01/10/2023,High,Medium,2.0
116,117,Catherina,Birkby,AROW,Finance,NASDAQ,Arrow Financial Corporation,442960000.0,8254.29,10,01/10/2023,Low,Medium,3.0
124,125,Sharona,Frentz,WNEB,Finance,NASDAQ,"Western New England Bancorp, Inc.",332530000.0,49422.93,10,01/10/2023,Medium,Medium,4.0
186,187,Stefania,Moreinis,TLF,Consumer Non-Durables,NASDAQ,"Tandy Leather Factory, Inc.",76520000.0,98740.90,10,01/10/2023,Very High,Small,3.0
188,189,Evanne,Impey,ANF,Consumer Services,NYSE,Abercrombie & Fitch Company,852240000.0,7591.25,10,01/10/2023,Low,Medium,5.0
193,194,Rebecca,Roake,CYH,Health Care,NYSE,"Community Health Systems, Inc.",1030000000.0,74297.45,10,01/10/2023,High,Large,1.0
201,202,Bette-ann,Harmar,STON,Consumer Services,NYSE,StoneMor Partners L.P.,345320000.0,99845.03,10,01/10/2023,Very High,Medium,1.0
215,216,Johannah,Medmore,JELD,Basic Industries,NYSE,"JELD-WEN Holding, Inc.",3600000000.0,99030.70,10,01/10/2023,Very High,Large,2.0
217,218,Maxim,Counsell,BRSS,Capital Goods,NYSE,"Global Brass and Copper Holdings, Inc.",675150000.0,98376.42,10,01/10/2023,Very High,Medium,5.0
232,233,Corri,Conniam,ALOT,Technology,NASDAQ,"AstroNova, Inc.",90180000.0,72689.82,10,01/10/2023,High,Small,2.0
240,241,Lexis,Petriello,PGC,Finance,NASDAQ,Peapack-Gladstone Financial Corporation,531919999.99999994,73357.90,10,01/10/2023,High,Medium,5.0
246,247,Lennard,Gehring,LND,,NYSE,Brasilagro Cia Brasileira De Propriedades Agricolas,218350000.0,8776.48,10,01/10/2023,Low,Medium,2.0
257,258,Chandra,Olekhov,VLRS,Transportation,NYSE,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",1440000000.0,9854.99,10,01/10/2023,Low,Large,1.0
269,270,Cahra,Ibbott,HEP,Energy,NYSE,"Holly Energy Partners, L.P.",2049999999.9999998,73994.00,10,01/10/2023,High,Large,4.0
275,276,Mickey,Voelker,MERC,Basic Industries,NASDAQ,Mercer International Inc.,769940000.0,99152.32,10,01/10/2023,Very High,Medium,2.0
283,284,Katina,Vincent,ABEV,Consumer Non-Durables,NYSE,Ambev S.A.,83850000000.0,8877.89,10,01/10/2023,Low,Large,2.0
336,337,Halli,Danev,MDT,Health Care,NYSE,Medtronic plc,120570000000.0,43741.32,10,01/10/2023,Medium,Huge,2.0
340,341,Tanya,Sweetland,TIG,Health Care,NASDAQ,TiGenix,103100000000.0,71434.86,10,01/10/2023,High,Huge,1.0
341,342,Celina,Ayton,ONEQ,,NASDAQ,Fidelity Nasdaq Composite Index Tracking Stock,798860000.0,74324.90,10,01/10/2023,High,Medium,4.0
378,379,Tonia,Molesworth,PFBX,Finance,NASDAQ,Peoples Financial Corporation,66090000.0,69169.20,10,01/10/2023,High,Small,5.0
390,391,Marleen,Eastridge,UL,Basic Industries,NYSE,Unilever PLC,157690000000.0,62997.49,10,01/10/2023,High,Huge,2.0
396,397,Nick,Rape,RLI,Finance,NYSE,RLI Corp.,2500000000.0,98812.27,10,01/10/2023,Very High,Large,4.0
399,400,Mallorie,Bettington,MUI,,NYSE,Blackrock Muni Intermediate Duration Fund Inc,539980000.0,98860.88,10,01/10/2023,Very High,Medium,4.0
431,432,Ephrayim,Scotsbrook,AJG,Finance,NYSE,Arthur J. Gallagher & Co.,10590000000.0,770.85,10,01/10/2023,Low,Large,5.0
437,438,Frank,Waterhowse,CHEK,Health Care,NASDAQ,Check-Cap Ltd.,29390000.0,46787.55,10,01/10/2023,Medium,Small,4.0
448,449,Orville,Viney,BXC,Capital Goods,NYSE,BlueLinx Holdings Inc.,99140000.0,6148.06,10,01/10/2023,Low,Small,5.0
474,475,Konstanze,Hoffman,HSNI,Consumer Services,NASDAQ,"HSN, Inc.",1680000000.0,49985.48,10,01/10/2023,Medium,Large,1.0
525,526,Abigale,McNirlan,CMCSA,Consumer Services,NASDAQ,Comcast Corporation,195790000000.0,7696.13,10,01/10/2023,Low,Huge,1.0
529,530,Bale,Furby,ITCI,Health Care,NASDAQ,Intra-Cellular Therapies Inc.,471110000.0,49809.34,10,01/10/2023,Medium,Medium,1.0
541,542,Darby,Stivani,ORCL,Technology,NYSE,Oracle Corporation,185530000000.0,10090.53,10,01/10/2023,Low,Huge,3.0
549,550,Laurel,Mazzey,MSFT,Technology,NASDAQ,Microsoft Corporation,540440000000.00006,46645.14,10,01/10/2023,Medium,Huge,1.0
559,560,Gina,Crufts,ALOT,Technology,NASDAQ,"AstroNova, Inc.",90180000.0,99256.95,10,01/10/2023,Very High,Small,2.0
588,589,Norine,Edland,BAC,Finance,NYSE,Bank of America Corporation,233170000000.0,88453.19,10,01/10/2023,Very High,Huge,1.0
608,609,Rhianon,Linge,Y,Finance,NYSE,Alleghany Corporation,9370000000.0,74064.16,10,01/10/2023,High,Large,3.0
611,612,Dorolice,Olifard,EVOK,Health Care,NASDAQ,"Evoke Pharma, Inc.",38160000.0,8778.93,10,01/10/2023,Low,Small,2.0
638,639,Gearard,Jansky,TPIV,Health Care,NASDAQ,TapImmune Inc.,33540000.0,47228.81,10,01/10/2023,Medium,Small,3.0
641,642,Wayland,Leggott,OASM,Health Care,NASDAQ,Oasmia Pharmaceutical AB,38240000.0,72922.81,10,01/10/2023,High,Small,1.0
664,665,Hope,Lippett,FISI,Finance,NASDAQ,"Financial Institutions, Inc.",443540000.0,49483.65,10,01/10/2023,Medium,Medium,3.0
714,715,Hertha,Fallens,RRGB,Consumer Services,NASDAQ,"Red Robin Gourmet Burgers, Inc.",828170000.0,74844.45,10,01/10/2023,High,Medium,1.0
755,756,Britni,Saltsberg,SYNL,Basic Industries,NASDAQ,Synalloy Corporation,96770000.0,99576.99,10,01/10/2023,Very High,Small,1.0
766,767,Dulcinea,Tutin,PBR,Energy,NYSE,Petroleo Brasileiro S.A.- Petrobras,52700000000.0,49733.13,10,01/10/2023,Medium,Large,2.0
772,773,Carmella,Gothard,AVHI,Capital Goods,NASDAQ,"A V Homes, Inc.",410690000.0,9635.59,10,01/10/2023,Low,Medium,1.0
778,779,Stacy,Donhardt,PNBK,Finance,NASDAQ,Patriot National Bancorp Inc.,60360000.0,45652.92,10,01/10/2023,Medium,Small,5.0
803,804,Cathi,Ianittello,ESCA,Consumer Non-Durables,NASDAQ,"Escalade, Incorporated",182920000.0,49304.34,10,01/10/2023,Medium,Medium,5.0
804,805,Kathrine,Tison,FFHL,Capital Goods,NASDAQ,"Fuwei Films (Holdings) Co., Ltd.",10060000.0,48363.57,10,01/10/2023,Medium,Small,2.0
807,808,Latrina,Claisse,PSA,Consumer Services,NYSE,Public Storage,37140000000.0,8583.60,10,01/10/2023,Low,Large,3.0
808,809,Wilbur,Sibbert,GASS,Transportation,NASDAQ,"StealthGas, Inc.",122370000.0,74354.60,10,01/10/2023,High,Medium,3.0
824,825,Kristian,McLaughlan,JPM,Finance,NYSE,J P Morgan Chase & Co,306180000000.0,5294.73,10,01/10/2023,Low,Huge,2.0
825,826,Nickolas,Penketh,NWY,Consumer Services,NYSE,"New York & Company, Inc.",86050000.0,98710.89,10,01/10/2023,Very High,Small,4.0
836,837,Giselle,Cranidge,FCT,,NYSE,First Trust Senior Floating Rate Income Fund II,359340000.0,7920.21,10,01/10/2023,Low,Medium,4.0
857,858,Carolee,Randerson,PLXP,Health Care,NASDAQ,PLx Pharma Inc.,1040000.0,69627.59,10,01/10/2023,High,Small,4.0
865,866,Tedie,Beretta,ITCB,Finance,NYSE,Ita? CorpBanca,4740000000.0,98729.30,10,01/10/2023,Very High,Large,5.0
894,895,Anthea,Element,APDN,Consumer Services,NASDAQ,Applied DNA Sciences Inc,26320000.0,48801.46,10,01/10/2023,Medium,Small,1.0
914,915,Gregorio,Scardifield,HTGM,Capital Goods,NASDAQ,"HTG Molecular Diagnostics, Inc.",26860000.0,7157.50,10,01/10/2023,Low,Small,4.0
919,920,Jerrie,Laurisch,PEZ,,NASDAQ,PowerShares DWA Consumer Cyclicals Momentum Portfolio,58530000.0,72378.59,10,01/10/2023,High,Small,3.0
928,929,Luciano,Birrane,TRNC,Consumer Services,NASDAQ,"tronc, Inc.",422690000.0,49502.60,10,01/10/2023,Medium,Medium,2.0
933,934,Roger,Stedall,ENB,Energy,NYSE,Enbridge Inc,63730000000.0,73764.73,10,01/10/2023,High,Large,5.0
935,936,Rouvin,Rubinovici,BBVA,Finance,NYSE,Banco Bilbao Viscaya Argentaria S.A.,53980000000.0,99027.34,10,01/10/2023,Very High,Large,3.0
945,946,Johny,Petrosian,IROQ,Finance,NASDAQ,"IF Bancorp, Inc.",77630000.0,98433.17,10,01/10/2023,Very High,Small,5.0
