,Rank,id,Student_Name,Date,Term,GPA,3 Term GPA Moving
793,793,250,Nissy Orrin,2020-12-16,Term 1,4.5,4.17
794,794,250,Nissy Orrin,2021-03-16,Term 2,7.0,4.83
795,795,250,Nissy Orrin,2021-06-01,Term 3,4.75,5.42
796,796,250,Nissy Orrin,2021-12-16,Term 4,4.25,5.33
797,797,250,Nissy Orrin,2022-03-16,Term 5,5.75,4.92
798,798,250,Nissy Orrin,2022-06-16,Term 6,4.25,4.75
799,799,65,Ninon Rummery,2020-12-16,Term 1,3.25,4.75
800,800,65,Ninon Rummery,2021-03-16,Term 2,2.25,4.17
801,801,65,Ninon Rummery,2021-06-01,Term 3,4.75,3.42
802,802,65,Ninon Rummery,2021-12-16,Term 4,3.75,3.58
803,803,65,Ninon Rummery,2022-03-16,Term 5,6.0,4.83
804,804,65,Ninon Rummery,2022-06-16,Term 6,4.25,4.67
805,805,243,Nina Taks,2020-12-16,Term 1,7.25,5.83
806,806,243,Nina Taks,2021-03-16,Term 2,6.5,6.58
807,807,243,Nina Taks,2021-06-01,Term 3,3.5,5.75
808,808,243,Nina Taks,2021-12-16,Term 4,6.25,5.42
809,809,243,Nina Taks,2022-03-16,Term 5,4.5,4.75
810,810,243,Nina Taks,2022-06-16,Term 6,4.75,5.17
811,811,10,Nicolea Duce,2020-12-16,Term 1,4.25,4.67
812,812,10,Nicolea Duce,2021-03-16,Term 2,5.0,4.17
813,813,10,Nicolea Duce,2021-06-01,Term 3,5.25,4.83
814,814,10,Nicolea Duce,2021-12-16,Term 4,4.25,4.83
815,815,10,Nicolea Duce,2022-03-16,Term 5,4.75,4.75
816,816,10,Nicolea Duce,2022-06-16,Term 6,4.5,4.5
817,817,48,Nicky Dobell,2020-12-16,Term 1,6.25,5.83
818,818,48,Nicky Dobell,2021-03-16,Term 2,3.0,5.33
819,819,48,Nicky Dobell,2021-06-01,Term 3,4.5,4.58
820,820,48,Nicky Dobell,2021-12-16,Term 4,5.0,4.17
821,821,48,Nicky Dobell,2022-03-16,Term 5,3.75,4.42
822,822,48,Nicky Dobell,2022-06-16,Term 6,4.0,4.25
823,823,277,Nichole Michallat,2020-12-16,Term 1,3.0,4.83
824,824,277,Nichole Michallat,2021-03-16,Term 2,6.0,5.5
825,825,277,Nichole Michallat,2021-06-01,Term 3,4.75,4.58
826,826,277,Nichole Michallat,2021-12-16,Term 4,6.5,5.75
827,827,277,Nichole Michallat,2022-03-16,Term 5,6.5,5.92
828,828,277,Nichole Michallat,2022-06-16,Term 6,3.75,5.58
829,829,349,Nellie Haisell,2020-12-16,Term 1,3.5,4.17
830,830,349,Nellie Haisell,2021-03-16,Term 2,3.75,4.0
831,831,349,Nellie Haisell,2021-06-01,Term 3,4.0,3.75
832,832,349,Nellie Haisell,2021-12-16,Term 4,4.75,4.17
833,833,349,Nellie Haisell,2022-03-16,Term 5,7.25,5.33
834,834,349,Nellie Haisell,2022-06-16,Term 6,5.0,5.67
835,835,121,Nedi Vedekhov,2020-12-16,Term 1,5.0,4.83
836,836,121,Nedi Vedekhov,2021-03-16,Term 2,3.25,4.5
837,837,121,Nedi Vedekhov,2021-06-01,Term 3,4.75,4.33
838,838,121,Nedi Vedekhov,2021-12-16,Term 4,5.75,4.58
839,839,121,Nedi Vedekhov,2022-03-16,Term 5,4.75,5.08
840,840,121,Nedi Vedekhov,2022-06-16,Term 6,4.75,5.08
841,841,372,Natalya Hannen,2020-12-16,Term 1,3.75,3.92
842,842,372,Natalya Hannen,2021-03-16,Term 2,4.25,4.5
843,843,372,Natalya Hannen,2021-06-01,Term 3,2.75,3.58
844,844,372,Natalya Hannen,2021-12-16,Term 4,4.75,3.92
845,845,372,Natalya Hannen,2022-03-16,Term 5,4.75,4.08
846,846,372,Natalya Hannen,2022-06-16,Term 6,4.0,4.5
847,847,345,Nataline Gaveltone,2020-12-16,Term 1,4.25,5.58
848,848,345,Nataline Gaveltone,2021-03-16,Term 2,5.25,5.08
849,849,345,Nataline Gaveltone,2021-06-01,Term 3,5.25,4.92
850,850,345,Nataline Gaveltone,2021-12-16,Term 4,4.0,4.83
851,851,345,Nataline Gaveltone,2022-03-16,Term 5,7.0,5.42
852,852,345,Nataline Gaveltone,2022-06-16,Term 6,6.5,5.83
853,853,184,Nanci Gason,2020-12-16,Term 1,7.0,5.92
854,854,184,Nanci Gason,2021-03-16,Term 2,4.25,5.67
855,855,184,Nanci Gason,2021-06-01,Term 3,4.25,5.17
856,856,184,Nanci Gason,2021-12-16,Term 4,5.0,4.5
857,857,184,Nanci Gason,2022-03-16,Term 5,6.5,5.25
858,858,184,Nanci Gason,2022-06-16,Term 6,2.0,4.5
859,859,76,Nancee Arlett,2020-12-16,Term 1,7.25,5.67
860,860,76,Nancee Arlett,2021-03-16,Term 2,4.5,5.33
861,861,76,Nancee Arlett,2021-06-01,Term 3,3.75,5.17
862,862,76,Nancee Arlett,2021-12-16,Term 4,6.25,4.83
863,863,76,Nancee Arlett,2022-03-16,Term 5,5.5,5.17
864,864,76,Nancee Arlett,2022-06-16,Term 6,5.0,5.58
865,865,335,Myrah Eldrid,2020-12-16,Term 1,3.75,3.5
866,866,335,Myrah Eldrid,2021-03-16,Term 2,3.5,3.67
867,867,335,Myrah Eldrid,2021-06-01,Term 3,4.5,3.92
868,868,335,Myrah Eldrid,2021-12-16,Term 4,6.0,4.67
869,869,335,Myrah Eldrid,2022-03-16,Term 5,5.5,5.33
870,870,335,Myrah Eldrid,2022-06-16,Term 6,4.5,5.33
871,871,382,Murray Raddenbury,2020-12-16,Term 1,2.75,3.58
872,872,382,Murray Raddenbury,2021-03-16,Term 2,7.25,4.5
873,873,382,Murray Raddenbury,2021-06-01,Term 3,5.25,5.08
874,874,382,Murray Raddenbury,2021-12-16,Term 4,5.75,6.08
875,875,382,Murray Raddenbury,2022-03-16,Term 5,3.0,4.67
876,876,382,Murray Raddenbury,2022-06-16,Term 6,4.25,4.33
877,877,323,Mose Aliberti,2020-12-16,Term 1,6.5,4.75
878,878,323,Mose Aliberti,2021-03-16,Term 2,3.5,4.25
879,879,323,Mose Aliberti,2021-06-01,Term 3,4.0,4.67
880,880,323,Mose Aliberti,2021-12-16,Term 4,4.75,4.08
881,881,323,Mose Aliberti,2022-03-16,Term 5,4.5,4.42
882,882,323,Mose Aliberti,2022-06-16,Term 6,2.5,3.92
883,883,316,Morlee Saggs,2020-12-16,Term 1,7.75,5.67
884,884,316,Morlee Saggs,2021-03-16,Term 2,2.5,4.58
885,885,316,Morlee Saggs,2021-06-01,Term 3,6.5,5.58
886,886,316,Morlee Saggs,2021-12-16,Term 4,4.0,4.33
887,887,316,Morlee Saggs,2022-03-16,Term 5,4.0,4.83
888,888,316,Morlee Saggs,2022-06-16,Term 6,3.25,3.75
889,889,5,Morlee Baitson,2020-12-16,Term 1,4.25,3.75
890,890,5,Morlee Baitson,2021-03-16,Term 2,4.75,4.5
891,891,5,Morlee Baitson,2021-06-01,Term 3,7.25,5.42
892,892,5,Morlee Baitson,2021-12-16,Term 4,6.5,6.17
893,893,5,Morlee Baitson,2022-03-16,Term 5,5.0,6.25
894,894,5,Morlee Baitson,2022-06-16,Term 6,7.75,6.42
895,895,448,Morie Tatton,2020-12-16,Term 1,4.0,4.42
896,896,448,Morie Tatton,2021-03-16,Term 2,5.75,4.75
897,897,448,Morie Tatton,2021-06-01,Term 3,1.25,3.67
898,898,448,Morie Tatton,2021-12-16,Term 4,3.25,3.42
899,899,448,Morie Tatton,2022-03-16,Term 5,6.25,3.58
900,900,448,Morie Tatton,2022-06-16,Term 6,5.0,4.83
901,901,158,Morie Brandts,2020-12-16,Term 1,3.75,4.33
902,902,158,Morie Brandts,2021-03-16,Term 2,3.5,4.25
903,903,158,Morie Brandts,2021-06-01,Term 3,4.25,3.83
904,904,158,Morie Brandts,2021-12-16,Term 4,5.75,4.5
905,905,158,Morie Brandts,2022-03-16,Term 5,5.5,5.17
906,906,158,Morie Brandts,2022-06-16,Term 6,4.5,5.25
907,907,215,Morganica Adamowitz,2020-12-16,Term 1,4.75,5.75
908,908,215,Morganica Adamowitz,2021-03-16,Term 2,4.5,4.83
909,909,215,Morganica Adamowitz,2021-06-01,Term 3,6.5,5.25
910,910,215,Morganica Adamowitz,2021-12-16,Term 4,5.75,5.58
911,911,215,Morganica Adamowitz,2022-03-16,Term 5,2.5,4.92
912,912,215,Morganica Adamowitz,2022-06-16,Term 6,5.25,4.5
913,913,422,Mord Scamwell,2020-12-16,Term 1,6.75,5.42
914,914,422,Mord Scamwell,2021-03-16,Term 2,4.75,5.58
915,915,422,Mord Scamwell,2021-06-01,Term 3,6.0,5.83
916,916,422,Mord Scamwell,2021-12-16,Term 4,4.5,5.08
917,917,422,Mord Scamwell,2022-03-16,Term 5,6.25,5.58
918,918,422,Mord Scamwell,2022-06-16,Term 6,5.5,5.42
919,919,313,Mitchell Ruddle,2020-12-16,Term 1,5.25,5.08
920,920,313,Mitchell Ruddle,2021-03-16,Term 2,8.5,6.92
921,921,313,Mitchell Ruddle,2021-06-01,Term 3,7.25,7.0
922,922,313,Mitchell Ruddle,2021-12-16,Term 4,4.25,6.67
923,923,313,Mitchell Ruddle,2022-03-16,Term 5,3.75,5.08
924,924,313,Mitchell Ruddle,2022-06-16,Term 6,4.5,4.17
925,925,115,Mickie Learmont,2020-12-16,Term 1,4.0,5.08
926,926,115,Mickie Learmont,2021-03-16,Term 2,8.75,6.08
927,927,115,Mickie Learmont,2021-06-01,Term 3,2.75,5.17
928,928,115,Mickie Learmont,2021-12-16,Term 4,5.25,5.58
929,929,115,Mickie Learmont,2022-03-16,Term 5,5.25,4.42
930,930,115,Mickie Learmont,2022-06-16,Term 6,6.0,5.5
931,931,223,Michele Dupre,2020-12-16,Term 1,3.75,4.33
932,932,223,Michele Dupre,2021-03-16,Term 2,2.75,3.5
933,933,223,Michele Dupre,2021-06-01,Term 3,2.25,2.92
934,934,223,Michele Dupre,2021-12-16,Term 4,6.25,3.75
935,935,223,Michele Dupre,2022-03-16,Term 5,3.5,4.0
936,936,223,Michele Dupre,2022-06-16,Term 6,3.0,4.25
937,937,129,Michale Brader,2020-12-16,Term 1,3.5,5.0
938,938,129,Michale Brader,2021-03-16,Term 2,5.5,5.33
939,939,129,Michale Brader,2021-06-01,Term 3,5.75,4.92
940,940,129,Michale Brader,2021-12-16,Term 4,5.75,5.67
941,941,129,Michale Brader,2022-03-16,Term 5,4.75,5.42
942,942,129,Michale Brader,2022-06-16,Term 6,5.5,5.33
943,943,369,Mic Bewley,2020-12-16,Term 1,5.0,4.67
944,944,369,Mic Bewley,2021-03-16,Term 2,5.0,4.92
945,945,369,Mic Bewley,2021-06-01,Term 3,5.0,5.0
946,946,369,Mic Bewley,2021-12-16,Term 4,4.0,4.67
947,947,369,Mic Bewley,2022-03-16,Term 5,5.25,4.75
948,948,369,Mic Bewley,2022-06-16,Term 6,4.75,4.67
949,949,395,Mella Scyone,2020-12-16,Term 1,6.75,4.33
950,950,395,Mella Scyone,2021-03-16,Term 2,4.25,4.75
951,951,395,Mella Scyone,2021-06-01,Term 3,3.5,4.83
952,952,395,Mella Scyone,2021-12-16,Term 4,3.0,3.58
953,953,395,Mella Scyone,2022-03-16,Term 5,2.75,3.08
954,954,395,Mella Scyone,2022-06-16,Term 6,6.25,4.0
955,955,123,Melamie Grzeskowski,2020-12-16,Term 1,3.25,4.67
956,956,123,Melamie Grzeskowski,2021-03-16,Term 2,5.75,5.25
957,957,123,Melamie Grzeskowski,2021-06-01,Term 3,4.5,4.5
958,958,123,Melamie Grzeskowski,2021-12-16,Term 4,4.25,4.83
959,959,123,Melamie Grzeskowski,2022-03-16,Term 5,2.25,3.67
960,960,123,Melamie Grzeskowski,2022-06-16,Term 6,4.5,3.67
961,961,120,Meagan Wiltshaw,2020-12-16,Term 1,6.75,5.75
962,962,120,Meagan Wiltshaw,2021-03-16,Term 2,7.25,6.75
963,963,120,Meagan Wiltshaw,2021-06-01,Term 3,5.0,6.33
964,964,120,Meagan Wiltshaw,2021-12-16,Term 4,5.75,6.0
965,965,120,Meagan Wiltshaw,2022-03-16,Term 5,4.25,5.0
966,966,120,Meagan Wiltshaw,2022-06-16,Term 6,5.25,5.08
967,967,182,Mead Fanshaw,2020-12-16,Term 1,5.5,4.25
968,968,182,Mead Fanshaw,2021-03-16,Term 2,4.25,4.5
969,969,182,Mead Fanshaw,2021-06-01,Term 3,5.5,5.08
970,970,182,Mead Fanshaw,2021-12-16,Term 4,3.25,4.33
971,971,182,Mead Fanshaw,2022-03-16,Term 5,4.75,4.5
972,972,182,Mead Fanshaw,2022-06-16,Term 6,4.0,4.0
973,973,305,Maynard Anderl,2020-12-16,Term 1,4.75,4.42
974,974,305,Maynard Anderl,2021-03-16,Term 2,7.5,5.33
975,975,305,Maynard Anderl,2021-06-01,Term 3,5.5,5.92
976,976,305,Maynard Anderl,2021-12-16,Term 4,4.25,5.75
977,977,305,Maynard Anderl,2022-03-16,Term 5,5.0,4.92
978,978,305,Maynard Anderl,2022-06-16,Term 6,4.5,4.58
979,979,442,Maura Walbrun,2020-12-16,Term 1,5.75,5.33
980,980,442,Maura Walbrun,2021-03-16,Term 2,6.0,5.25
981,981,442,Maura Walbrun,2021-06-01,Term 3,5.5,5.75
982,982,442,Maura Walbrun,2021-12-16,Term 4,6.25,5.92
983,983,442,Maura Walbrun,2022-03-16,Term 5,6.25,6.0
984,984,442,Maura Walbrun,2022-06-16,Term 6,4.5,5.67
985,985,386,Mattie De Laci,2020-12-16,Term 1,3.75,5.17
986,986,386,Mattie De Laci,2021-03-16,Term 2,4.25,4.67
987,987,386,Mattie De Laci,2021-06-01,Term 3,6.0,4.67
988,988,386,Mattie De Laci,2021-12-16,Term 4,6.5,5.58
989,989,386,Mattie De Laci,2022-03-16,Term 5,3.25,5.25
990,990,386,Mattie De Laci,2022-06-16,Term 6,3.25,4.33
991,991,281,Matthus McPartlin,2020-12-16,Term 1,6.25,4.75
992,992,281,Matthus McPartlin,2021-03-16,Term 2,5.5,5.33
993,993,281,Matthus McPartlin,2021-06-01,Term 3,4.75,5.5
994,994,281,Matthus McPartlin,2021-12-16,Term 4,6.75,5.67
995,995,281,Matthus McPartlin,2022-03-16,Term 5,4.25,5.25
996,996,281,Matthus McPartlin,2022-06-16,Term 6,6.0,5.67
997,997,286,Mathian Onthank,2020-12-16,Term 1,2.25,4.42
998,998,286,Mathian Onthank,2021-03-16,Term 2,6.0,4.42
999,999,286,Mathian Onthank,2021-06-01,Term 3,3.75,4.0
1000,1000,286,Mathian Onthank,2021-12-16,Term 4,4.0,4.58
1001,1001,286,Mathian Onthank,2022-03-16,Term 5,5.5,4.42
1002,1002,286,Mathian Onthank,2022-06-16,Term 6,4.5,4.67
1003,1003,341,Martynne Malloy,2020-12-16,Term 1,4.0,5.25
1004,1004,341,Martynne Malloy,2021-03-16,Term 2,4.25,5.0
1005,1005,341,Martynne Malloy,2021-06-01,Term 3,6.75,5.0
1006,1006,341,Martynne Malloy,2021-12-16,Term 4,4.25,5.08
1007,1007,341,Martynne Malloy,2022-03-16,Term 5,3.25,4.75
1008,1008,341,Martynne Malloy,2022-06-16,Term 6,3.5,3.67
1009,1009,57,Marthena Marshfield,2020-12-16,Term 1,2.5,4.33
1010,1010,57,Marthena Marshfield,2021-03-16,Term 2,5.5,4.58
1011,1011,57,Marthena Marshfield,2021-06-01,Term 3,5.0,4.33
1012,1012,57,Marthena Marshfield,2021-12-16,Term 4,6.25,5.58
1013,1013,57,Marthena Marshfield,2022-03-16,Term 5,3.0,4.75
1014,1014,57,Marthena Marshfield,2022-06-16,Term 6,5.5,4.92
1015,1015,324,Marne Newdick,2020-12-16,Term 1,5.25,4.08
1016,1016,324,Marne Newdick,2021-03-16,Term 2,6.25,4.67
1017,1017,324,Marne Newdick,2021-06-01,Term 3,4.25,5.25
1018,1018,324,Marne Newdick,2021-12-16,Term 4,2.5,4.33
1019,1019,324,Marne Newdick,2022-03-16,Term 5,5.5,4.08
1020,1020,324,Marne Newdick,2022-06-16,Term 6,4.5,4.17
1021,1021,309,Marley Kesterton,2020-12-16,Term 1,8.25,6.75
1022,1022,309,Marley Kesterton,2021-03-16,Term 2,3.75,6.08
1023,1023,309,Marley Kesterton,2021-06-01,Term 3,4.25,5.42
1024,1024,309,Marley Kesterton,2021-12-16,Term 4,7.0,5.0
1025,1025,309,Marley Kesterton,2022-03-16,Term 5,7.75,6.33
1026,1026,309,Marley Kesterton,2022-06-16,Term 6,6.5,7.08
1027,1027,228,Marleen Neward,2020-12-16,Term 1,7.25,6.25
1028,1028,228,Marleen Neward,2021-03-16,Term 2,3.5,5.92
1029,1029,228,Marleen Neward,2021-06-01,Term 3,2.75,4.5
1030,1030,228,Marleen Neward,2021-12-16,Term 4,3.75,3.33
1031,1031,228,Marleen Neward,2022-03-16,Term 5,4.75,3.75
1032,1032,228,Marleen Neward,2022-06-16,Term 6,4.5,4.33
1033,1033,201,Mariellen Pashba,2020-12-16,Term 1,4.75,4.58
1034,1034,201,Mariellen Pashba,2021-03-16,Term 2,3.75,4.58
1035,1035,201,Mariellen Pashba,2021-06-01,Term 3,5.5,4.67
1036,1036,201,Mariellen Pashba,2021-12-16,Term 4,6.0,5.08
1037,1037,201,Mariellen Pashba,2022-03-16,Term 5,4.75,5.42
1038,1038,201,Mariellen Pashba,2022-06-16,Term 6,4.25,5.0
1039,1039,251,Margaretta Jermey,2020-12-16,Term 1,6.25,5.42
1040,1040,251,Margaretta Jermey,2021-03-16,Term 2,3.5,4.67
1041,1041,251,Margaretta Jermey,2021-06-01,Term 3,4.0,4.58
1042,1042,251,Margaretta Jermey,2021-12-16,Term 4,4.75,4.08
1043,1043,251,Margaretta Jermey,2022-03-16,Term 5,4.75,4.5
1044,1044,251,Margaretta Jermey,2022-06-16,Term 6,5.75,5.08
1045,1045,435,Margareta Cosgrove,2020-12-16,Term 1,5.25,5.33
1046,1046,435,Margareta Cosgrove,2021-03-16,Term 2,4.5,5.25
1047,1047,435,Margareta Cosgrove,2021-06-01,Term 3,4.75,4.83
1048,1048,435,Margareta Cosgrove,2021-12-16,Term 4,6.5,5.25
1049,1049,435,Margareta Cosgrove,2022-03-16,Term 5,5.0,5.42
1050,1050,435,Margareta Cosgrove,2022-06-16,Term 6,6.25,5.92
1051,1051,340,Mar Harwell,2020-12-16,Term 1,7.25,5.5
1052,1052,340,Mar Harwell,2021-03-16,Term 2,4.0,5.17
1053,1053,340,Mar Harwell,2021-06-01,Term 3,4.0,5.08
1054,1054,340,Mar Harwell,2021-12-16,Term 4,6.25,4.75
1055,1055,340,Mar Harwell,2022-03-16,Term 5,5.0,5.08
1056,1056,340,Mar Harwell,2022-06-16,Term 6,6.75,6.0
1057,1057,366,Malorie Favey,2020-12-16,Term 1,4.5,4.25
1058,1058,366,Malorie Favey,2021-03-16,Term 2,5.25,5.17
1059,1059,366,Malorie Favey,2021-06-01,Term 3,5.0,4.92
1060,1060,366,Malorie Favey,2021-12-16,Term 4,5.0,5.08
1061,1061,366,Malorie Favey,2022-03-16,Term 5,4.0,4.67
1062,1062,366,Malorie Favey,2022-06-16,Term 6,6.25,5.08
1063,1063,343,Malachi Truelove,2020-12-16,Term 1,7.5,5.17
1064,1064,343,Malachi Truelove,2021-03-16,Term 2,4.0,4.67
1065,1065,343,Malachi Truelove,2021-06-01,Term 3,3.75,5.08
1066,1066,343,Malachi Truelove,2021-12-16,Term 4,5.0,4.25
1067,1067,343,Malachi Truelove,2022-03-16,Term 5,5.75,4.83
1068,1068,343,Malachi Truelove,2022-06-16,Term 6,3.75,4.83
1069,1069,203,Maegan Billison,2020-12-16,Term 1,7.25,6.25
1070,1070,203,Maegan Billison,2021-03-16,Term 2,5.0,6.25
1071,1071,203,Maegan Billison,2021-06-01,Term 3,4.75,5.67
1072,1072,203,Maegan Billison,2021-12-16,Term 4,6.5,5.42
1073,1073,203,Maegan Billison,2022-03-16,Term 5,6.25,5.83
1074,1074,203,Maegan Billison,2022-06-16,Term 6,3.0,5.25
1075,1075,148,Madison Hagergham,2020-12-16,Term 1,3.75,5.67
1076,1076,148,Madison Hagergham,2021-03-16,Term 2,5.25,5.17
1077,1077,148,Madison Hagergham,2021-06-01,Term 3,6.25,5.08
1078,1078,148,Madison Hagergham,2021-12-16,Term 4,5.5,5.67
1079,1079,148,Madison Hagergham,2022-03-16,Term 5,4.5,5.42
1080,1080,148,Madison Hagergham,2022-06-16,Term 6,6.0,5.33
1081,1081,472,Madella Shelmerdine,2020-12-16,Term 1,4.5,4.0
1082,1082,472,Madella Shelmerdine,2021-03-16,Term 2,3.75,3.83
1083,1083,472,Madella Shelmerdine,2021-06-01,Term 3,4.25,4.17
1084,1084,472,Madella Shelmerdine,2021-12-16,Term 4,4.5,4.17
1085,1085,472,Madella Shelmerdine,2022-03-16,Term 5,8.5,5.75
1086,1086,472,Madella Shelmerdine,2022-06-16,Term 6,6.25,6.42
1087,1087,66,Maddie Tegler,2020-12-16,Term 1,6.0,5.42
1088,1088,66,Maddie Tegler,2021-03-16,Term 2,4.75,5.0
1089,1089,66,Maddie Tegler,2021-06-01,Term 3,6.0,5.58
1090,1090,66,Maddie Tegler,2021-12-16,Term 4,6.25,5.67
1091,1091,66,Maddie Tegler,2022-03-16,Term 5,8.25,6.83
1092,1092,66,Maddie Tegler,2022-06-16,Term 6,7.25,7.25
1093,1093,68,Mada Pepye,2020-12-16,Term 1,5.5,6.08
1094,1094,68,Mada Pepye,2021-03-16,Term 2,6.5,5.75
1095,1095,68,Mada Pepye,2021-06-01,Term 3,4.5,5.5
1096,1096,68,Mada Pepye,2021-12-16,Term 4,3.25,4.75
1097,1097,68,Mada Pepye,2022-03-16,Term 5,7.0,4.92
1098,1098,68,Mada Pepye,2022-06-16,Term 6,6.5,5.58
1099,1099,458,Luther Rizzotto,2020-12-16,Term 1,4.5,5.58
1100,1100,458,Luther Rizzotto,2021-03-16,Term 2,4.75,5.0
1101,1101,458,Luther Rizzotto,2021-06-01,Term 3,3.75,4.33
1102,1102,458,Luther Rizzotto,2021-12-16,Term 4,5.25,4.58
1103,1103,458,Luther Rizzotto,2022-03-16,Term 5,2.75,3.92
1104,1104,458,Luther Rizzotto,2022-06-16,Term 6,4.0,4.0
1105,1105,168,Lutero Dellenbroker,2020-12-16,Term 1,2.0,4.33
1106,1106,168,Lutero Dellenbroker,2021-03-16,Term 2,5.75,4.42
1107,1107,168,Lutero Dellenbroker,2021-06-01,Term 3,4.25,4.0
1108,1108,168,Lutero Dellenbroker,2021-12-16,Term 4,4.75,4.92
1109,1109,168,Lutero Dellenbroker,2022-03-16,Term 5,4.5,4.5
1110,1110,168,Lutero Dellenbroker,2022-06-16,Term 6,4.5,4.58
1111,1111,353,Lutero Aireton,2020-12-16,Term 1,2.25,4.42
1112,1112,353,Lutero Aireton,2021-03-16,Term 2,4.0,4.17
1113,1113,353,Lutero Aireton,2021-06-01,Term 3,5.75,4.0
1114,1114,353,Lutero Aireton,2021-12-16,Term 4,6.5,5.42
1115,1115,353,Lutero Aireton,2022-03-16,Term 5,6.5,6.25
1116,1116,353,Lutero Aireton,2022-06-16,Term 6,2.75,5.25
1117,1117,423,Luise Poulglais,2020-12-16,Term 1,4.0,5.25
1118,1118,423,Luise Poulglais,2021-03-16,Term 2,4.25,4.58
1119,1119,423,Luise Poulglais,2021-06-01,Term 3,3.75,4.0
1120,1120,423,Luise Poulglais,2021-12-16,Term 4,7.0,5.0
1121,1121,423,Luise Poulglais,2022-03-16,Term 5,5.5,5.42
1122,1122,423,Luise Poulglais,2022-06-16,Term 6,4.0,5.5
1123,1123,126,Lucretia Sponder,2020-12-16,Term 1,7.0,5.0
1124,1124,126,Lucretia Sponder,2021-03-16,Term 2,6.0,5.08
1125,1125,126,Lucretia Sponder,2021-06-01,Term 3,6.5,6.5
1126,1126,126,Lucretia Sponder,2021-12-16,Term 4,3.25,5.25
1127,1127,126,Lucretia Sponder,2022-03-16,Term 5,6.75,5.5
1128,1128,126,Lucretia Sponder,2022-06-16,Term 6,4.25,4.75
1129,1129,133,Lucas Chrichton,2020-12-16,Term 1,6.0,6.75
1130,1130,133,Lucas Chrichton,2021-03-16,Term 2,4.0,5.75
1131,1131,133,Lucas Chrichton,2021-06-01,Term 3,4.0,4.67
1132,1132,133,Lucas Chrichton,2021-12-16,Term 4,5.0,4.33
1133,1133,133,Lucas Chrichton,2022-03-16,Term 5,5.25,4.75
1134,1134,133,Lucas Chrichton,2022-06-16,Term 6,4.25,4.83
1135,1135,330,Lowe Blackham,2020-12-16,Term 1,5.75,5.33
1136,1136,330,Lowe Blackham,2021-03-16,Term 2,4.25,5.0
1137,1137,330,Lowe Blackham,2021-06-01,Term 3,6.0,5.33
1138,1138,330,Lowe Blackham,2021-12-16,Term 4,4.75,5.0
1139,1139,330,Lowe Blackham,2022-03-16,Term 5,4.25,5.0
1140,1140,330,Lowe Blackham,2022-06-16,Term 6,5.25,4.75
1141,1141,432,Lonnie Jozefiak,2020-12-16,Term 1,2.75,3.83
1142,1142,432,Lonnie Jozefiak,2021-03-16,Term 2,3.5,3.58
1143,1143,432,Lonnie Jozefiak,2021-06-01,Term 3,3.25,3.17
1144,1144,432,Lonnie Jozefiak,2021-12-16,Term 4,3.0,3.25
1145,1145,432,Lonnie Jozefiak,2022-03-16,Term 5,3.5,3.25
1146,1146,432,Lonnie Jozefiak,2022-06-16,Term 6,3.75,3.42
1147,1147,257,Lolly Fortie,2020-12-16,Term 1,4.25,4.08
1148,1148,257,Lolly Fortie,2021-03-16,Term 2,6.0,4.92
1149,1149,257,Lolly Fortie,2021-06-01,Term 3,4.75,5.0
1150,1150,257,Lolly Fortie,2021-12-16,Term 4,4.75,5.17
1151,1151,257,Lolly Fortie,2022-03-16,Term 5,6.5,5.33
1152,1152,257,Lolly Fortie,2022-06-16,Term 6,5.5,5.58
1153,1153,213,Loleta Bickerdike,2020-12-16,Term 1,6.75,5.58
1154,1154,213,Loleta Bickerdike,2021-03-16,Term 2,5.75,5.5
1155,1155,213,Loleta Bickerdike,2021-06-01,Term 3,5.75,6.08
1156,1156,213,Loleta Bickerdike,2021-12-16,Term 4,3.0,4.83
1157,1157,213,Loleta Bickerdike,2022-03-16,Term 5,4.25,4.33
1158,1158,213,Loleta Bickerdike,2022-06-16,Term 6,4.0,3.75
1159,1159,398,Lola Loughman,2020-12-16,Term 1,4.5,3.75
1160,1160,398,Lola Loughman,2021-03-16,Term 2,6.75,5.08
1161,1161,398,Lola Loughman,2021-06-01,Term 3,5.25,5.5
1162,1162,398,Lola Loughman,2021-12-16,Term 4,4.0,5.33
1163,1163,398,Lola Loughman,2022-03-16,Term 5,4.0,4.42
1164,1164,398,Lola Loughman,2022-06-16,Term 6,4.25,4.08
1165,1165,268,Liuka Bengoechea,2020-12-16,Term 1,3.25,4.58
1166,1166,268,Liuka Bengoechea,2021-03-16,Term 2,2.25,3.42
1167,1167,268,Liuka Bengoechea,2021-06-01,Term 3,3.5,3.0
1168,1168,268,Liuka Bengoechea,2021-12-16,Term 4,5.5,3.75
1169,1169,268,Liuka Bengoechea,2022-03-16,Term 5,6.25,5.08
1170,1170,268,Liuka Bengoechea,2022-06-16,Term 6,5.0,5.58
1171,1171,70,Lisa Syfax,2020-12-16,Term 1,4.75,4.67
1172,1172,70,Lisa Syfax,2021-03-16,Term 2,5.5,4.83
1173,1173,70,Lisa Syfax,2021-06-01,Term 3,6.5,5.58
1174,1174,70,Lisa Syfax,2021-12-16,Term 4,6.5,6.17
1175,1175,70,Lisa Syfax,2022-03-16,Term 5,5.25,6.08
1176,1176,70,Lisa Syfax,2022-06-16,Term 6,4.5,5.42
1177,1177,459,Lionello Kinnock,2020-12-16,Term 1,4.0,3.58
